business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
zAnYxgkDJDxCBZmmm-kISA,Sofia's African Hair Braids Salon,2201 N Taylor Rd,Cleveland Heights,OH,44112,41.530514,-81.5617422,3.5,5,1,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'False'}","Hair Extensions, Hair Salons, Beauty & Spas","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '10:0-18:0'}"
u1qzJu0JwbKU-HjIFjq8kw,Dewey's Coffee House,13201 Shaker Sq,Cleveland,OH,44120,41.4846805,-81.5899745,4,84,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Restaurants, Sandwiches, Food, Ice Cream & Frozen Yogurt, Bagels, Coffee & Tea","{'Monday': '6:0-19:0', 'Tuesday': '6:0-19:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-19:0', 'Friday': '6:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '8:0-19:0'}"
4juuUn_vuJLP4MMFJetXfw,Jazz 28,1332 Carnegie Ave,Cleveland,OH,44113,41.4971381,-81.6792833,4,3,0,"{'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2'}","Music Venues, French, Jazz & Blues, Tapas Bars, Restaurants, Nightlife, Arts & Entertainment, American (New)",
GzHhdq5fZbFLhbWRYMCDcw,Fratello's Deli,"1111 Superior Ave E, Ste 2",Cleveland,OH,44114,41.503602,-81.6869213,3.5,7,1,"{'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'Ambience': 'None', 'BusinessParking': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'WiFi': ""'no'""}","Delis, Restaurants","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0'}"
X9nfex_BFdgN-L-j9nBfqw,Martel Salon,12912 Larchmere Blvd,Cleveland,OH,44120,41.487146,-81.5922719,4,5,1,"{'ByAppointmentOnly': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Waxing, Hair Removal, Nail Salons, Beauty & Spas, Hair Salons","{'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-18:30'}"
JhxI7oS_jsFnq34dDubugQ,Ferris Steak House,8700 Detroit Ave,Cleveland,OH,44102,41.4806039,-81.7444484,3.5,8,0,"{'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '3', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True'}","Steakhouses, Restaurants","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}"
IvkBPG8qtSx56P0Z9xmijg,Grotto Wine Bar,13101 Shaker Sq,Cleveland,OH,44120,41.4842541,-81.5914351,4,20,0,"{'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'loud'"", 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'True'}","Bars, Nightlife, Wine Bars, Italian, Restaurants","{'Tuesday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0'}"
I6Cjm4e5bg8ywf-FTQ6IZw,Hudson News,5300 Riverside Dr,Cleveland,OH,44135,41.40872976,-81.84020519,3,10,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'Caters': 'False'}","Convenience Stores, Gift Shops, Mass Media, Shopping, Food, Flowers & Gifts",
Qqh2cFO1bk5TQ8mWIEjbCw,Herb 'n Twine,4309 Lorain Ave,Cleveland,OH,44113,41.47927644,-81.71587515,4.5,166,1,"{'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsTableService': 'False', 'Caters': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""'no'"", 'HappyHour': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}""}","Sandwiches, Restaurants","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-17:0'}"
EJGv2la6CcZmEIpkE4hzyg,Iron City Cafe,4002 Jennings Rd,Cleveland,OH,44109,41.4474028,-81.6882012,4.5,3,1,"{'OutdoorSeating': 'True', 'HasTV': 'True', 'GoodForKids': 'False', 'CoatCheck': 'False', 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'Caters': 'False', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForDancing': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': True, 'background_music': False, 'jukebox': True, 'live': True, 'video': False, 'karaoke': True}"", 'RestaurantsGoodForGroups': 'True', 'Smoking': ""u'outdoor'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1'}","Bars, American (New), Restaurants, Pizza, Nightlife","{'Monday': '11:0-2:30', 'Tuesday': '11:0-2:30', 'Wednesday': '11:0-2:30', 'Thursday': '11:0-2:30', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-2:30'}"
2cMWPqJLjQ-ZvH2HvJvMsA,Adam's Place,681 E 200th St,Cleveland,OH,44119,41.587582,-81.53983,4,14,1,"{'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'False', 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Burgers, American (Traditional), Restaurants, Sandwiches","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}"
V2Uvh2cUl3vufW9ChM_jkw,Public House,17219 Lorain Ave,Cleveland,OH,44111,41.4499267,-81.8172698,3.5,28,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'CoatCheck': 'False'}","Pubs, Irish, Irish Pub, Restaurants, Nightlife, Bars",
yVTKaicX7-UnmtBqUcjCZg,Lydia's Hungarian Strudel Shop,6230 Stumph Rd,Cleveland,OH,44130,41.3941178,-81.7705452,5,3,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'Caters': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'False'}","Restaurants, Bakeries, Food",
6OhgauonbNtqLRpXXn_nJA,Master Wok,"230 W Huron Rd, Ste 7248",Cleveland,OH,44113,41.4971659,-81.6940644,3.5,6,0,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'GoodForKids': 'False', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'Ambience': 'None', 'NoiseLevel': ""u'very_loud'""}","Chinese, Restaurants",
#NAME?,Chipotle Mexican Grill,16729 Lorain Ave,Cleveland,OH,44111,41.45024886,-81.8140882,2.5,48,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsDelivery': 'False', 'Caters': 'True', 'BikeParking': 'True', 'Alcohol': ""'none'"", 'HasTV': 'True'}","Restaurants, Mexican, Fast Food","{'Monday': '10:45-22:0', 'Tuesday': '10:45-22:0', 'Wednesday': '10:45-22:0', 'Thursday': '10:45-22:0', 'Friday': '10:45-22:0', 'Saturday': '10:45-22:0', 'Sunday': '10:45-22:0'}"
Qio1pZHe4pWknuH2MYBBJQ,Heights Guitars,2128 Lee Rd,Cleveland,OH,44118,41.501702,-81.5657879,5,5,0,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Shopping, Guitar Stores, Musical Instrument Services, Musical Instruments & Teachers, Local Services","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-18:0'}"
1JANhexd2jvpNs2wj6f1lA,Love Threading Bar,6805 Detroit Ave,Cleveland,OH,44102,41.4836515,-81.731854,2.5,27,1,"{'RestaurantsPriceRange2': '1', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'"", 'WheelchairAccessible': 'True'}","Hair Removal, Waxing, Threading Services, Eyelash Service, Beauty & Spas, Makeup Artists","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-17:0', 'Sunday': '12:0-20:0'}"
e99T6GFJZKebgG3qO9i6Pw,A Christmas Story House and Museum,3159 W 11th St,Cleveland,OH,44109,41.4687219,-81.6873705,4.5,241,1,"{'GoodForKids': 'True', 'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False', 'RestaurantsAttire': ""u'casual'"", 'DogsAllowed': 'False'}","Local Flavor, Arts & Entertainment, Hotels & Travel, Public Services & Government, Museums, Bed & Breakfast, Landmarks & Historical Buildings","{'Monday': '0:0-0:0', 'Tuesday': '10:0-15:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-19:0'}"
sfWFdhpwsThk4w9nDg1tTA,Best Steak & Gyros House,13620 Euclid Ave,Cleveland,OH,44112,41.5242028,-81.5877029,3,4,1,"{'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2'}",Restaurants,
q1DPrSrM1cbdTnUONdkwpw,Holiday Inn Select-City Centre Lakeshore,1111 Lakeside Ave E,Cleveland,OH,44114,41.5065352,-81.6896137,2.5,3,0,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels, Caterers, Hotels & Travel, Event Planning & Services",
VDHN8ahFFBX8cC7wSZoUIQ,Pierogi Palace,"1979 W 25th St, Ste E5",Cleveland,OH,44113,41.484673,-81.70311,2,11,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}""}","Specialty Food, Food, Bakeries, Ethnic Food","{'Monday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-18:0'}"
RPpHS-I4Xf-IbQWb-iSDvA,Beckham's B&M Bar-B-Que,,Cleveland,OH,,41.49932,-81.6943605,4,4,1,"{'Caters': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Food, Food Trucks",
