business_id,text,Authenticity
_doekI31rRF3iLOZhbzVeg,Hands down the BEST Al Pastor I've had in Cleveland. So much I want to try! Everything tastes fresh and authentic. This is not your Taco Bell tacos. Margaritas are strong and on point. I'll be back for sure!,1
_doekI31rRF3iLOZhbzVeg,"AMAZING!! Great service & authentic tacos! I got a shrimp taco, fish taco, & shrimp quesadilla and they were all mouth watering! Went with 7 people total, we all got different things and everyone loved it! Will definitely be back!",1
_doekI31rRF3iLOZhbzVeg,"Great food with attentive and friendly staff. 

We've been here three times and had the chorizo/pastor  tacos, chorizo/carnitas sopes, ceviche tostadas, pastor burrito and camaron quesadilla de maiz. All really good and authentic, but the corn tortilla on the quesadilla de maiz was exceptional. The burrito was comically large and delicious.

The salsa bar is fully loaded with varying  degrees of verde and roja sauce along with pickled and fresh veggies 

The frosty margs and palomas are good and strong. Get the grande!",1
_doekI31rRF3iLOZhbzVeg,"Amazing street tacos at super low prices. I'm not a fan of soft corn tortillas in general, but theirs are delicious. My favorite are the chorizo. The salad bar has delicious toppings and salsa/sauces. Great place for authentic Mexican food.",1
_doekI31rRF3iLOZhbzVeg,"Just opened on Lorain Avenue in Cleveland's Westown neighborhood and features authentic street tacos and other menu items.

I had the chorizo and chicken tacos with a side of rice and beans.  The protein came out very conservatively seasoned, but that was a good thing because they have a toppings bar with a nice selection of salsas, cilantro, onions and other items which allows you to have your tacos just how you like them! 

Washed it down with a strawberry Jarritos and left happy!

BUENO!!",1
_doekI31rRF3iLOZhbzVeg,"Warm and friendly atmosphere with passionate ownership.  Street tacos are authentic and delicious, salsa bar is fantastic. Amazing tequila selection, and margaritas that are refreshing and buzz worthy.",1
_doekI31rRF3iLOZhbzVeg,"Fantastic Chorizo!  Great authentic Mexican food and top notch service, had a great time and will be back any time we are in the area!",1
_doekI31rRF3iLOZhbzVeg,"Most authentic tasting Mexican food I've had in Cleveland. I've spent a good chunk of my life living in south Texas and even on the Mexican border. The al pastor and lengua tasted like what I would get in south Texas. They have a nice salsa bar to top your tacos or dishes and the portion sizes are large. 

They give you chips and salsa for the table and the salsa tastes fresh and is good. It isn't too spicy for those that don't like spicy food. 

Clean restrooms and a staff that's actually from Mexico and knows what authentic food should taste like. 

This is my go to spot for Mexican food.",1
_doekI31rRF3iLOZhbzVeg,"By far the most authentic Mexican food in all of the Greater Cleveland area. I can say that with confidence as well since I have had my fair share of Mexican food around the area. The owner and staff are great as well. If you want to feel like you are eating in Mexico, eat here. The staff has greatly improved since my initial visit.",1
_doekI31rRF3iLOZhbzVeg,"Amazing authentic tacos for a great price. I got the fish, carnitas, and chorizo. Casual, fun, atmosphere with lots of people just hanging out and having a good time! We will definitely be back!",1
_doekI31rRF3iLOZhbzVeg,Saw the sign for authentic street tacos so I stopped to check it out.  Nice place but hard to find parking.   I Ordered 3 of the chorizo street tacos service was fast and staff was more than pleasant.  Got tacos very quick they have a little toppings bar and I added some onion and cilantro along with some verde salsa.  Tacos were excellent will stop by again !!,1
_doekI31rRF3iLOZhbzVeg,"New favorite taco spot in the city. 

I just moved into this neighborhood, Jefferson/West Park, a couple weeks ago and drove by this place every day on my way to and from work. I can't believe it took me this long to try it, because OH MY GOODNESS, what quality.

The tacos are authentic, with so many meat choices. I ordered the pollo tacos, as well as the al pastor. I'm completely content with having these tacos for the rest of my days. That's how tasty they were! So full of flavor, juicy, and the corn tortillas were perfect.

You can garnish them how you like at the garnish/condiments bar in the middle of the restaurant. So many things to choose from: cilantro, onion, pickled onions, tomatoes, lettuce, jalapenos, all of the salsas, and even sour cream. 

My fiance got a burrito and it was the size of his face. The prices are super reasonable. We ordered a burrito, re-fried beans, 3 tacos and unlimited amounts of toppings for less than $20.

If you're on the west side and want to try a different authentic taco spot (we all know where everyone usually goes - cough cough La Plaza) get here pronto. You won't be disappointed.",1
_g0dF6TAj7-RlSUfsGwl7w,"I was craving some chinese-flavored food (I'm not a stickler for authenticity in this department, just settling for good-tasting food) one day and decided to give this place a try. I've only heard good things about it so I was pretty excited. The service was really fast and the staff was very nice, taking the time to explain to me how to order and what to expect. However, there was a special on the sign outside that they put out daily and when I asked about it the guy had no clue what I was referring to. Odd, if you put the sign out promoting the special everyday.

I ordered the chicken veggie bowl with teriyaki sauce. I don't know how they can even call that sauce teriyaki. It was too sweet and watery, which ruined the entire bowl with the sopping sauce. Also, the veggie list included many authentic Chinese vegetables like snow peas and bean sprouts, yet my bowl didn't have any of those and instead was filled with shredded lettuce. The chicken was dry. The only semi-authentic thing I found in my bowl was the use of green onions. I will not go back here despite the fact that I live just around the corner here, I'd rather go pretty much anywhere else.",0
_PUGXxBeY2Z9OOosFS056w,Suprisingly good food. We had rice balls and a flatbread. Two bottles of wine helped as well. Maybe not the most authentic Italian experience and a limited menu but it was good and I would go back.,1
_PUGXxBeY2Z9OOosFS056w,"Not bad for one of their first nights open. Nice crowd and great vibe. Time to table could have been a bit tighter, and what the food lacks in authenticity/creativity, (although tasty for bar food) the vibe carries the day. Prices for the food offered are appropriate !",1
_QySOnv3RBmL7GrbJ6beSw,"Phnom Penh moved so 13124 Lorain Ave is now Cuisine du Cambodge, which is run by the original owners of Phnom Penh. The renamed restaurant has now been open just 3 weeks. 

Dinner tonight was fantastic. I had the Hue Beef soup, a soup with round rice noodles, sliced pork belly, beef brisket, and flavored with lemon grass and other spices. I'm not a Cambodian food specialist but am Asian myself and have had lots of other east and south Asian food, and this had terrific spice and depth of flavor. Similarly, the Phnom Penh stirred pan noodle, which seemed like a cambodian variant of Pad Thai, was delicious. Portion size was very generous too.

Waiter and rest of staff were extremely nice and attentive. Really enjoyed the experience. Decor is perhaps a bit sparse, but clean. It adds to the authenticity of the experience, and probably allows them to keep the prices so low.",1
_QySOnv3RBmL7GrbJ6beSw,"This place is now Cuisine Du Cambodge - a Southeast Asian Restaurant which specializes in Cambodian Cuisine.

This is a must visit place, with the same awesome food as before!
Stuffed Wings are amazing! Pad Thai is the best around! Very authentic cooking!",1
_Rw3EkxvI_tJIVbnT5jT2A,"Its a bit of a hole in the wall, but the food is authentic. I got the carbonara and it was very good. But the thing you really have to try is the calamari! Some of the best I've ever tried! The atmosphere is actually really authentic. The kitchen is blended in right with the dining room. Ample amount of seating, bathrooms are limited. Service is ok, refills were far and few in between, but I'll give my waitress the benefit of the doubt this time because she looked like she was running the gelato counter and waiting tables. Maybe a little understaffed. I haven't tried the gelato yet, (I was stuffed) but I will be sure to try some on my next visit!  Also, parking is limited. You might be circling for a bit, but overall definitely try this place!",1
_Rw3EkxvI_tJIVbnT5jT2A,Completely happy! The chicken parm and Veal Marsala were amazing. Honestly the best we've ever had. Prices are fair. Service was good. The cheese garlic bread is a huge serving. Their sauces are perfection. Make sure to split a Cannoli.   So good. A local restaurant on Lorain that will surprise you. Completely authentic and even had a piano player. My new chicken parm fix when I don't feel like making it myself! Definitely recommend.,1
_Rw3EkxvI_tJIVbnT5jT2A,"My wife and I had dinner here Tuesday night. First time here, and we loved it! My wife is a picky Italian and she had the Arrabiatta with linguini and raved about the spicy sauce, very authentic and good portion. I had a nice slab of very tasty lasagna, and we both had the simple house salads. Food, service and atmosphere was excellent. We've been looking for a nice authentic Italian restaurant on the near west side ever since Maria's in Lakewood closed, and we finally found our new go-to Italian!
Great menu, and there are many choices for the type of pasta for some of the dishes which aren't specific to one type.",1
_Rw3EkxvI_tJIVbnT5jT2A,"I'm a bit surprised there's only two reviews for it. 

Caffe Roma is tucked away in the west park. It is quite small with only 10 tables in the main inside room (an adjacent room had a private party, so I don't know if it's also normally open] I never heard of it until my sister had a recommendation for it from a friend. 

The menu boasted a homemade pizza using Mama's authentic recipe. Whoever mama is, the pizza is what I've been looking for in Cleveland. $1.25 a slice; Mostly topped with diced tomatoes, some very lightly sprinkled grated cheese [parmeasan, I believe] and a light tomato sauce with some herbs sprinkled on top, delicious. 
I've seen too much of the loaded mozzarella cheese with salty tomato sauce pizza around in Cleveland and this thankfully was not it. 

Caffe Roma offers more sophisticated options than a typical Italian place at this low price range [no entree on the menu is more than $15-16]. In addition to just basic items like a type of pasta with your choice of sauces and eggplant parmasean, there a few additional items like a dish with capers, mussels, a pasta dish with red cream sauce and shrimp, and Spaghetti Carbonara [the entree, only $12]. My grandpa is a picky eater and he found it to his satisfaction. They added plenty of mushrooms and extra sauce to his plate upon his request. His main gruff was that the bread (complimentry) was not Italian, but was a set of rolls. 
I noticed no music inside, which I actually liked. 

On a Friday evening, around 6:00 PM, the place was bustling also with pickup orders, but the service never slacked off at all. The service was quite good with the 2-3 servers to the place coming by us and helping us out, and they were nice enough not to kick us out after we sat there for 10-15 minutes after paying our bill. 

You can also bring your own wine although they do now have wine there. 

A great place that has Italian food [more authentic than other places] on a cheaper budget.",1
_Rw3EkxvI_tJIVbnT5jT2A,I have to say this place is the most authentic Italian restaurant I have been to in Cleveland.  The bread tastes like the bread my grandmother used to make and the pasta is just soo delicious!  I really enjoy coming here.,1
_Rw3EkxvI_tJIVbnT5jT2A,"So NOT fair to rate this restaurant on anything other than what it is:  old style Italian food, made by old style Italians.
Do the vinyl tableclothes and casual bar make it look like you should expect a gourmet salad?  No, it screams iceberg.  So why would you order it and then Complain about it?  ( see below reviews)
One look at this place and you'll know what you should order:
Gnocchi, spaghetti, meatballs and bread.
All as authentic as any Italian grandmas kitchen.
Order things they make from scratch;  their specialties.
Delicious.",0
_Rw3EkxvI_tJIVbnT5jT2A,"Guilty pleasure:  Stuffing my face with more pasta than a 300lb man could probably eat. True story. 

Result:  Not being able to physically move my own body for about 4 hours afterwards. Totally worth it. 

If you love huge portions of hot, homemade, laid-back, authentic Italian meal as much as I do, then Caffe Roma should be on your short list of restaurants to visit. This is not a test. Sure, it's in a randomly-weird location and the parking situation is just borderline stupid (who double parks cars in their own lot, blocking customers from getting out??), but it's a favorite of mine for sure. 

No matter what your Italian-food-craving may be, Caffe Roma has it - homemade and fresh. I tend to be a creature of habit, so the spaghetti and meatballs with angel hair pasta is always on my plate. The sauce is delish, especially with a generous sprinkling of crushed red pepper flakes. It's not that the sauce needs anything extra, I just love spicy food. (Just FYI: You'd be hard-pressed to find me eating something without hot sauce or pepper flakes.)  They serve you up some freshly baked bread with your meal that is to-die-for, but who doesn't love that?  I also always get a side salad that's far from small. It's loaded up with fresh tomatoes, olives and fresh cheese. Take it from me, get the house dressing. YUM!

Oh, I almost forgot! I'm not a big dessert eater. I hate chocolate, sweets, all of it. It's just not for me. I make some exceptions for things like ice cream, gelato, sorbet, but that's about it. Both times I've been here, the server has brought out some sort of complimentary dessert for us to try. I'm always blown away, even being a sweets-hater! We were lucky enough to taste two kinds of the gelato they get from La Gelateria and the house-made tiramisu. 

My last fun fact about Caffe Roma is that it's a ""Bring your own wine/beer"" establishment. I haven't been to many places with this feature, but I've learned to love it! Honestly, it's cheaper and you're not limited to what's on a menu. Winner, winner, Italian dinner!",1
_Rw3EkxvI_tJIVbnT5jT2A,"I've been coming here since they opened in 2004. My family was actually one of their first customers! I love this place!

This place is the perfect small Italian eatery with a cozy feel to it. 

The food is amazing! Great portions, home-cooked style Italian food. My favorite is the cavatelli with meatballs, spaghetti aglio-olio, and chicken parmesan! Also definitely get a salad before the meal, the house dressing is a delicious oil and vinegar style dressing! Tiramisu is also a great finish to a wonderful meal! I recommend it!

Caffe Roma is run by a wonderful Italian family, and the service is great! Always friendly and make you feel right at home!

If you live in the area, don't miss this wonderful gem of a restaurant! Try it!",1
_Rw3EkxvI_tJIVbnT5jT2A,"My husband raved how good the food was here. I wanted olive garden. But,nooo..he insisted we go here. 
    Needless to say...not impressed in the least. Very outdated, dirty,and I was cringing on the inside. To appease this man of mine, I gave it a try. We ordered wedding soup, mozzarella sticks,andpizza.I ordered angel hair with marinara,and he ordered eggplant parm. It was a whole pound of boxed pasta with out of the jar ragu sauce. The soup was ok. Microwaved no doubt. 
     Our waitressnever came over...not once while we were eating to see how things tasted. She sat talking with some guy the whole time. Then, some guy who worked there was out working on his car out back, kept coming in and out huffing and puffing whilst mumbling under his breath.
    45 dollars later plus a tip.... Not worth it. Definitely not authentic Italian food.",0
_Rw3EkxvI_tJIVbnT5jT2A,"Not at all what we expected!  I decided I wanted something hearty, so we decided on Italian.  My husband and I have Friday Night Dinner with my mother each week and we went to Yelp to point us in the right direction...AND did they ever.

I never expected authentic, comfort Italian food on Lorain Avenue in cleveland, but it's exactly what we got and it was Amazing!  They offer a full bar with casual seating, family friendly and a simple menu.

Greeted the moment we walked in, we felt like we were at home.  Our server was great, very attentive and always checking in.  

We started with a few glasses of wine, soup and three HEARTY appetizers.  We went on to order three entrees and never expected to finish everything but we managed.

The pasta fagiol and Italian wedding soups were homemade, just like Nona would make.  The garlic bread was so soft and full of flavor, especially with the addition of warm marinara.  We also had mozzarella sticks and two-dozen mussels, the tomato broth was so good, I had to sopp it up with garlic bread!  

My mother loved her eggplant parmigiana with spaghetti, oozing with fresh provolone!  My husband went basic too, chicken parmigiana with fresh cavatelli!  I chose the seafood linguini, shrimp, clams, mussels and octopus in a red sauce with garlic!  Our meals were delicious!  

If you are looking for authentic Italian food In cleveland, this is it and I was shocked when we got our check and it was well under what we thought it should cost!  Great food, outstanding service...we will definitely be back!",1
02E9r4BQzVrA76Bf7G-KMw,"I'm on the fence with this one. Let me be clear, however, that I have never been on-site. I've had their food twice via Grubhub and have to summarize my findings based on that:

1) Their pepperoni pizza (I had some onion splashed on mine) is great! I mean in a, ""Hey, I'm kinda hungover and need some greasy food that tastes good"" kinda way. It's not authentic, it's not gourmet, it's not this, it's not that. It's greasy, good-tasting pizza. So if you are some kind of pizza hipster snob, keep your trap shut. There are plenty of Yelp reviews eluding to what it is. You have been ""warned"". :p

2) Their sandwiches are pretty good. They, again, aren't EXTREMELY good but they are good. If you're a food snob, you'll find something wrong with them. If you're hungry  and a sandwich has crossed your mind, there ya go.

3) The salads are lame. I won't go into the inner-workings of salads. Let's just say that they are ill-conceived and overpriced. 

Of the two orders, I've not received an order from Edison's via Grubhub any less than an hour late. I don't know who is to blame for this but I SUSPECT this is Edison's deal. Just a heads up.",0
0jHZk9RrKh0uRhTRW1XIqQ,"Nice, authentic middle eastern (I want to say Moroccan) feel. My husband loved his lamb and rice dish, and I ordered the tea and freshly made French cookies, both of which were delicious. We were also served freshly made bread as an appetiser.",1
0jHZk9RrKh0uRhTRW1XIqQ,"I love a personal touch, and on top of great food and service, this place has just become a favorite of mine. 

The menu is small, but amazingly well done. The cuisine is Moroccan, and for us, was served by the chef himself in a friendly, welcoming way. 

The kebab is amazing; flavorful, simple and tasty, with wonderful rice and grilled vegetables that will make mouths WATER. (I especially loved the eggplant, and my wife, who is not always a veggie fan, loved every bit.) All of the platter meals are served with hot half-loaves of a tasty grain bread, and side salads festooned with olives and a wonderful lemon vinaigrette. 

The drink menu is mostly only water, but if you get a chance, here's a tip; order the green mint tea. Served in a long-pour Moroccan style,(by the owner himself.) It's tasty, soothing, sweet and minty. My wife and I agreed next time, we get TWO pots! 

To top it off, we got some of the house cookies, which are classic stuff; nutty, tasty and really a great way to finish off the meal. 

Parking here is a bit sparse, but there's a great parking garage behind the building (city run) that's very safe and not too expensive at all. 

So, if you're looking for a treat and want something authentic and well done, try this little place on Lee Road. To sum up, I can only say this; when it comes to Kebab, MAKE MINE MOMO'S !!",1
0jHZk9RrKh0uRhTRW1XIqQ,"A nice intimate space with authentic food. The food is prepared fresh, the flavors are simple yet delicious, and the prices are reasonable. I had the harisa soup, the Kefta sandwich, and the Moroccan mint tea. The kefta was tender and savory. The side salad that comes with the sandwich is simply dressed with olive oil, herbs, and lemon - very good. Momo makes his own whole wheat bread - delicious. Oh, and the mint tea has a terrific aftertaste. Definitely recommend.",1
0jHZk9RrKh0uRhTRW1XIqQ,"Amazing authentic restaurant! Everything about this place was fantastic---small cozy well decorated place, the friendly host/chef, the great value for your meal. And the food was excellent from start finish---don't miss the mint tea or the sweet cookies for dessert. The salad and bread were so fresh. Our entrees were so delicious. One of the best ethnic restaurants in CLE---truly a hidden gem in Cleveland Heights!!! You must try this place!",1
0jHZk9RrKh0uRhTRW1XIqQ,"Nice, authentic middle eastern (I was to say Moroccan) feel. My husband loved his lamb and rice dish, and I ordered the tea and freshly made French cookies, both of which were delicious. We were also served freshly made bread as an appetiser.",1
0jHZk9RrKh0uRhTRW1XIqQ,"An authentic Moroccan experience! Start with the mint tea and order the special of the day. If it is beef tajine (like today's lunch), then you're in for a real treat! The owner, Mo will start you off with a crisp salad and warm bread. A few minutes after you're done, he will bring out a traditional tajine earthen pot. Lift the lift and enjoy!",1
0jHZk9RrKh0uRhTRW1XIqQ,"I am a Moroccan and I approve!!! Delicious authentic food not a lot of choices but great selection. MoMo is the best host. I will be back again and again. Don't forget the tea it's amazing.
Come and try it yourself you would love it.",1
0jHZk9RrKh0uRhTRW1XIqQ,"MoMo's is an absolute gem of a restaurant!  The food is incredibly tasty--perfectly spiced and cooked.  All ingredients are fresh and high-quality.  If you are looking for truly outstanding, authentic, healthy food--this is your place.  Our server was incredibly attentive and welcoming.  Price cannot be beat--we fed our family of 4 here including fresh salads, delicious moroccan tea for all, generous meals, fresh-baked bread, and the amazing French cookie sampler, all for under $45.  We truly enjoyed this place and recommend highly to others!",1
0jHZk9RrKh0uRhTRW1XIqQ,On a Sunday night we were looking for someplace yummy to eat and came across this place on yelp. The reviews don't lie it was very very good. The place was cozy and welcoming with an authentic style. We started off with the moroccan tea which was minty and sweet. Then we got the tazine and lamb. Both were different but very good. The meat was not dry very soft and moist also full of spices. We will come back here again. Ohh and the owner is moroccan and he is the cook and makes everything fresh.,1
0jHZk9RrKh0uRhTRW1XIqQ,"A new gem on cedar lee restaurant row. Looks a little mom and poppy, authentic looking Moroccan plush seats right up front. Got chicken kebab salad, beef kebab platter and green bean and carrot side dish. Didn't care that much for the green bean and carrot salad, small plate Twas just ok. Lightly seasoned with some herbs. Meals also came with fresh baked whole wheat herb bread. I try not to indulge in too much bread at meals but it was warm and fresh and unlike any typical roll (no butter available but it paired nice when dipping it in olive oil). For the chicken kebab salad I only got like 4 chicken medallion but the meat was tender and flavor town! The salad dressing was a  nice lemon flavor but could have used more. The beef kebab platter came with roasted veggies (eggplant tomato) and revved up rice. Meat itself was a little dry but again if the flavor could tweet it would say #boom. 

Great place will defintely come again. Prices were reasonable. I didn't feel stuffed at the end though. Unfortunately their acclaimed tangine dish is only available on Saturdays and per the owner runs out fast, however if you call ahead he will set one aside for you.",1
0jHZk9RrKh0uRhTRW1XIqQ,Wonderful authentic Moroccan food and the owner was so attentive. Chicken kabob was great and the home made sauces were fantastic.,1
0jHZk9RrKh0uRhTRW1XIqQ,One of the best authentic Moroccan restaurants in Cleveland.  Everything was well portioned and very healthy. Mint tea was delightful poured. Would def visit again.,1
0jHZk9RrKh0uRhTRW1XIqQ,"First Rate! 
The chef greets us at the door with his tall white hat and brings cold water and lovely mint tea, slightly sweet and refreshing. Soon, the special of the evening arrives, cous cous with lamb for her and beef for me. Hot, a little spicy, full of flavor, chunky vegetables stewed the traditional way, this restaurant captures the authentic Moroccan flavors, without fanfare, but with pride and delicacy. 
There is a soul satisfying, home-cooking quality to good Moroccan stews, and Momo's has it!",1
0jHZk9RrKh0uRhTRW1XIqQ,"What a delightful authentic Moroccan treasure here in Cleveland! The chef owner is friendly, and prepares delicious, fresh food that delights your palate with every bite! Definitely highly recommended. We had lamb chops, chicken kabob platter, Moroccan bread,mint tea and cookies, all were simply perfect",1
0jHZk9RrKh0uRhTRW1XIqQ,The food is fresh and amazing. We ordered the grilled chicken platter and tea and everything was extremely good. You can tell the food is authentic and the owner is very friendly. This is our third visit in two weeks and we will definitely be back.,1
0jHZk9RrKh0uRhTRW1XIqQ,"Momos Kebab

A Friday lunch excursion led a few coworkers and I here on a Friday afternoon. This place had been on the list of places I wanted to check out for a while. 

Upon entering the restaurant you notice the decor which looks fairly authentic. The front of the restaurant has a setup that looks like it's straight from a Moroccan market. Equip with pillows and areas to enjoy Moroccan mint tea. The menu was very condensed and to the point. It made the choices of items easy the pick from. The tangine is only served on the weekend and if orders during the week, it must be pre ordered at least a day in advance. So this time I ordered the beef kefta  with couscous and veggies. The sever was very helpful and friendly. The food took a fair amount of time to prepare but it was fresh and not too busy so this was acceptable. The beef kefta was cooked very well. It almost got to the point of being overlooked but it was just perfect. The meat was seasoned with a good amount of cumin so if you aren't a fan of this spice you'll probably want to stay away. The couscous combined well with the meat and veggies and also I requested a spicy sauce on the side. It wasn't very spicy but the taste was appropriate.  Overall the meal was very filling and made for a healthy meal. I'd def give this place another visit to check out the tangine .",1
0jHZk9RrKh0uRhTRW1XIqQ,"Most amazing authentic Moroccan cuisine prepare by Chef MoMo and his wife Khadija We had the Beef platter and Vegan platters and they were delicious. Also, the Moroccan green tea and cookies. Everything was 5 stars all the way especially the service and hospitality.",1
